#{"t_start": 1746947258.6964107, "env_id": "None"}
r,l,t
1.0,1,18.553142
1.0,1,18.553783
1.0,1,18.554426
-1.0,1,18.555043
-1.0,1,18.555687
1.0,1,18.556326
1.0,1,18.556993
-1.0,1,18.557673
1.0,1,18.558415
-1.0,1,18.55903
1.0,1,18.559666
1.0,1,18.560366
-1.0,1,18.560983
1.0,1,18.561633
1.0,1,18.562276
1.0,1,18.562891
1.0,1,18.563534
-1.0,1,18.564148
1.0,1,18.564787
1.0,1,18.568122
1.0,1,18.568794
-1.0,1,18.569462
1.0,1,18.570086
1.0,1,18.570735
1.0,1,18.571387
1.0,1,18.572004
1.0,1,18.57265
-1.0,1,18.57329
1.0,1,18.573912
1.0,1,18.574553
1.0,1,18.575174
-1.0,1,18.575825
-1.0,1,18.57648
-1.0,1,18.57724
-1.0,1,18.577937
-1.0,1,18.578696
-1.0,1,18.579343
-1.0,1,18.579961
1.0,1,18.580607
-1.0,1,18.581223
-1.0,1,18.581868
-1.0,1,18.582516
1.0,1,18.583136
1.0,1,18.583815
1.0,1,18.584463
1.0,1,18.585081
1.0,1,18.585721
1.0,1,18.586367
1.0,1,18.587125
1.0,1,18.587917
-1.0,1,18.588646
1.0,1,18.589286
1.0,1,18.589934
-1.0,1,18.590582
-1.0,1,18.5912
-1.0,1,18.591843
1.0,1,18.592487
1.0,1,18.593102
1.0,1,18.593741
1.0,1,18.594388
1.0,1,18.595007
1.0,1,18.595647
1.0,1,18.596288
1.0,1,18.596954
1.0,1,18.59771
-1.0,1,18.598512
1.0,1,18.59913
-1.0,1,18.599798
1.0,1,18.600464
-1.0,1,18.601081
1.0,1,18.601722
1.0,1,18.602366
1.0,1,18.602978
1.0,1,18.603648
1.0,1,18.604285
1.0,1,18.604907
1.0,1,18.605551
1.0,1,18.606172
-1.0,1,18.606847
-1.0,1,18.607592
1.0,1,18.608355
1.0,1,18.608969
1.0,1,18.609612
1.0,1,18.610227
1.0,1,18.610869
-1.0,1,18.611524
-1.0,1,18.612144
1.0,1,18.612787
1.0,1,18.613487
1.0,1,18.614106
-1.0,1,18.614747
1.0,1,18.615393
-1.0,1,18.61601
-1.0,1,18.616715
1.0,1,18.617525
1.0,1,18.618295
-1.0,1,18.618914
-1.0,1,18.619558
1.0,1,18.620173
1.0,1,18.620846
1.0,1,18.621532
-1.0,1,18.622149
1.0,1,18.622789
1.0,1,18.62344
1.0,1,18.624055
-1.0,1,18.624702
-1.0,1,18.625346
-1.0,1,18.625967
1.0,1,18.626616
1.0,1,18.627403
1.0,1,18.628212
-1.0,1,18.628913
1.0,1,18.62956
1.0,1,18.630176
1.0,1,18.630816
-1.0,1,18.631464
1.0,1,18.63208
1.0,1,18.632723
-1.0,1,18.633378
1.0,1,18.633995
1.0,1,18.634641
1.0,1,18.635283
-1.0,1,18.635902
1.0,1,18.636545
1.0,1,18.637297
1.0,1,18.637955
1.0,1,18.638654
1.0,1,18.6393
-1.0,1,18.639916
1.0,1,18.640561
1.0,1,18.641177
1.0,1,18.641816
-1.0,1,18.642516
1.0,1,18.643218
-1.0,1,18.643911
1.0,1,18.644554
-1.0,1,18.645169
1.0,1,18.645867
1.0,1,18.64654
1.0,1,18.647332
1.0,1,18.648032
-1.0,1,18.648719
1.0,1,18.649374
1.0,1,18.64999
1.0,1,18.650638
1.0,1,18.651278
-1.0,1,18.651893
1.0,1,18.652577
1.0,1,18.653191
1.0,1,18.653836
1.0,1,18.654514
-1.0,1,18.655211
1.0,1,18.655863
1.0,1,18.656507
1.0,1,18.657281
1.0,1,18.658059
1.0,1,18.658805
1.0,1,18.659463
1.0,1,18.660179
1.0,1,18.660821
1.0,1,18.661509
-1.0,1,18.662125
1.0,1,18.662802
1.0,1,18.663452
-1.0,1,18.664066
-1.0,1,18.66471
1.0,1,18.665358
-1.0,1,18.665972
1.0,1,18.666731
1.0,1,18.667581
1.0,1,18.668379
1.0,1,18.668993
-1.0,1,18.669677
-1.0,1,18.670328
1.0,1,18.670941
1.0,1,18.67159
1.0,1,18.672203
1.0,1,18.672846
-1.0,1,18.673531
1.0,1,18.67419
-1.0,1,18.674834
1.0,1,18.675484
1.0,1,18.676098
-1.0,1,18.676741
1.0,1,18.677495
1.0,1,18.678229
1.0,1,18.678873
1.0,1,18.679538
1.0,1,18.68015
1.0,1,18.680783
-1.0,1,18.681541
1.0,1,18.682317
-1.0,1,18.682952
1.0,1,18.683601
1.0,1,18.684215
1.0,1,18.684865
1.0,1,18.685576
1.0,1,18.686236
1.0,1,18.686991
-1.0,1,18.687846
1.0,1,18.688593
1.0,1,18.689268
1.0,1,18.689889
-1.0,1,18.690589
-1.0,1,18.69129
1.0,1,18.691916
1.0,1,18.692644
1.0,1,18.693464
-1.0,1,18.694164
-1.0,1,18.694902
-1.0,1,18.695658
1.0,1,18.696348
1.0,1,18.697064
1.0,1,18.697798
1.0,1,18.698567
-1.0,1,18.699287
1.0,1,18.699995
1.0,1,18.7007
1.0,1,18.701342
1.0,1,18.701956
1.0,1,18.702605
1.0,1,18.703218
-1.0,1,18.703906
-1.0,1,18.704611
-1.0,1,18.705299
-1.0,1,18.705955
1.0,1,18.706596
1.0,1,18.707411
-1.0,1,18.708191
1.0,1,18.708834
1.0,1,18.709524
-1.0,1,18.710198
1.0,1,18.710907
1.0,1,18.711609
-1.0,1,18.712221
1.0,1,18.712893
-1.0,1,18.713593
1.0,1,18.714205
1.0,1,18.714846
-1.0,1,18.715488
1.0,1,18.716133
-1.0,1,18.716935
1.0,1,18.717723
1.0,1,18.718526
-1.0,1,18.719191
-1.0,1,18.719887
1.0,1,18.720535
-1.0,1,18.721148
1.0,1,18.721786
-1.0,1,18.722428
1.0,1,18.723042
1.0,1,18.723676
1.0,1,18.724316
1.0,1,18.724926
-1.0,1,18.725565
-1.0,1,18.726178
1.0,1,18.726838
1.0,1,18.727608
1.0,1,18.728391
-1.0,1,18.729004
1.0,1,18.729638
1.0,1,18.730267
-1.0,1,18.73088
-1.0,1,18.731518
1.0,1,18.732127
1.0,1,18.732765
1.0,1,18.733408
1.0,1,18.734023
1.0,1,18.734675
1.0,1,18.73533
1.0,1,18.735948
1.0,1,18.736596
1.0,1,18.737346
-1.0,1,18.738015
-1.0,1,18.738706
1.0,1,18.739364
-1.0,1,18.739977
-1.0,1,18.740615
-1.0,1,18.741255
-1.0,1,18.741872
1.0,1,18.74251
1.0,1,18.743126
-1.0,1,18.743764
-1.0,1,18.744401
-1.0,1,18.745013
-1.0,1,18.74565
1.0,1,18.746287
1.0,1,18.746964
-1.0,1,18.747689
1.0,1,18.748446
1.0,1,18.749058
1.0,1,18.749695
1.0,1,18.750334
1.0,1,18.750966
1.0,1,18.751615
1.0,1,18.752266
-1.0,1,18.75291
-1.0,1,18.753592
-1.0,1,18.754203
1.0,1,18.754842
1.0,1,18.75548
-1.0,1,18.75617
-1.0,1,18.756813
1.0,1,18.757543
1.0,1,18.758281
1.0,1,18.758894
1.0,1,18.759546
-1.0,1,18.760158
-1.0,1,18.760852
1.0,1,18.761495
-1.0,1,18.762105
-1.0,1,18.762743
-1.0,1,18.763393
1.0,1,18.764041
1.0,1,18.764683
1.0,1,18.765326
-1.0,1,18.765945
1.0,1,18.76659
1.0,1,18.76742
-1.0,1,18.768176
-1.0,1,18.768825
1.0,1,18.769489
1.0,1,18.770099
1.0,1,18.770737
-1.0,1,18.771378
-1.0,1,18.771987
1.0,1,18.772626
1.0,1,18.773257
1.0,1,18.773873
1.0,1,18.774508
-1.0,1,18.775117
1.0,1,18.775755
1.0,1,18.776393
1.0,1,18.777083
1.0,1,18.777805
1.0,1,18.778602
1.0,1,18.779212
1.0,1,18.779849
1.0,1,18.780488
-1.0,1,18.7811
1.0,1,18.781734
-1.0,1,18.782375
-1.0,1,18.782988
1.0,1,18.783627
1.0,1,18.784265
1.0,1,18.78488
1.0,1,18.785517
1.0,1,18.786129
1.0,1,18.786764
1.0,1,18.787563
-1.0,1,18.788322
-1.0,1,18.788954
-1.0,1,18.789602
-1.0,1,18.790216
1.0,1,18.790858
-1.0,1,18.791499
1.0,1,18.792113
1.0,1,18.79275
-1.0,1,18.793387
-1.0,1,18.794028
1.0,1,18.794689
1.0,1,18.795323
1.0,1,18.795936
-1.0,1,18.796574
1.0,1,18.797338
1.0,1,18.798003
-1.0,1,18.798684
1.0,1,18.799344
-1.0,1,18.799955
1.0,1,18.800655
1.0,1,18.801315
1.0,1,18.801924
1.0,1,18.80256
-1.0,1,18.80319
1.0,1,18.803828
-1.0,1,18.804467
-1.0,1,18.80509
1.0,1,18.805728
-1.0,1,18.806364
1.0,1,18.807034
-1.0,1,18.807766
-1.0,1,18.808519
-1.0,1,18.809129
-1.0,1,18.809765
1.0,1,18.810405
-1.0,1,18.811015
1.0,1,18.811677
1.0,1,18.812311
-1.0,1,18.812921
-1.0,1,18.813562
-1.0,1,18.814176
1.0,1,18.814812
1.0,1,18.815452
1.0,1,18.816061
1.0,1,18.816694
-1.0,1,18.817445
-1.0,1,18.818137
1.0,1,18.818805
-1.0,1,18.819448
1.0,1,18.820059
-1.0,1,18.820708
1.0,1,18.82135
-1.0,1,18.821961
-1.0,1,18.822716
-1.0,1,18.823363
-1.0,1,18.823975
1.0,1,18.824676
1.0,1,18.825346
1.0,1,18.825968
1.0,1,18.826609
-1.0,1,18.827402
1.0,1,18.828231
-1.0,1,18.829063
1.0,1,18.829762
-1.0,1,18.830433
-1.0,1,18.831094
-1.0,1,18.831846
1.0,1,18.832593
1.0,1,18.833225
1.0,1,18.833915
1.0,1,18.834592
1.0,1,18.83524
1.0,1,18.83593
1.0,1,18.836617
1.0,1,18.83736
1.0,1,18.838031
1.0,1,18.838773
1.0,1,18.839411
-1.0,1,18.840075
1.0,1,18.840818
1.0,1,18.84164
1.0,1,18.842385
1.0,1,18.843042
-1.0,1,18.843729
1.0,1,18.84442
1.0,1,18.845058
-1.0,1,18.84575
1.0,1,18.846448
1.0,1,18.847174
-1.0,1,18.847998
1.0,1,18.848745
1.0,1,18.849417
-1.0,1,18.850078
-1.0,1,18.850857
-1.0,1,18.851578
-1.0,1,18.85227
1.0,1,18.853
1.0,1,18.85375
-1.0,1,18.854435
1.0,1,18.855073
1.0,1,18.855733
1.0,1,18.856402
1.0,1,18.857181
1.0,1,18.857916
1.0,1,19.763492
1.0,1,19.76428
1.0,1,19.764954
1.0,1,19.765606
1.0,1,19.766254
1.0,1,19.766968
1.0,1,19.767859
1.0,1,19.768674
-1.0,1,19.769346
1.0,1,19.770044
1.0,1,19.770702
-1.0,1,19.771367
1.0,1,19.772012
1.0,1,19.772678
-1.0,1,19.773333
-1.0,1,19.773964
-1.0,1,19.774623
1.0,1,19.775333
1.0,1,19.77597
1.0,1,19.776659
1.0,1,19.777448
1.0,1,19.778142
1.0,1,19.778855
1.0,1,19.77952
1.0,1,19.780149
1.0,1,19.780811
1.0,1,19.781549
1.0,1,19.782211
1.0,1,19.782864
-1.0,1,19.783854
1.0,1,19.784508
1.0,1,19.785128
-1.0,1,19.785777
1.0,1,19.78643
1.0,1,19.787134
1.0,1,19.787853
1.0,1,19.788622
1.0,1,19.789265
1.0,1,19.789893
1.0,1,19.790541
1.0,1,19.791167
1.0,1,19.791891
-1.0,1,19.792592
1.0,1,19.793212
1.0,1,19.79386
1.0,1,19.794508
-1.0,1,19.795128
1.0,1,19.795774
1.0,1,19.796423
1.0,1,19.797099
1.0,1,19.797784
1.0,1,19.798563
-1.0,1,19.799182
1.0,1,19.799835
-1.0,1,19.800483
1.0,1,19.801101
1.0,1,19.801749
-1.0,1,19.802396
1.0,1,19.803015
1.0,1,19.803665
1.0,1,19.804319
1.0,1,19.804948
1.0,1,19.805602
1.0,1,19.806255
1.0,1,19.806887
1.0,1,19.8077
1.0,1,19.808483
1.0,1,19.809111
1.0,1,19.809765
1.0,1,19.810416
1.0,1,19.811038
1.0,1,19.811693
1.0,1,19.812344
1.0,1,19.812963
1.0,1,19.813654
1.0,1,19.814327
-1.0,1,19.814967
1.0,1,19.815623
1.0,1,19.816268
1.0,1,19.816891
1.0,1,19.817671
-1.0,1,19.818461
1.0,1,19.819107
1.0,1,19.81977
1.0,1,19.820427
-1.0,1,19.821055
1.0,1,19.821708
1.0,1,19.822366
1.0,1,19.822993
1.0,1,19.823642
1.0,1,19.824291
1.0,1,19.824915
1.0,1,19.825564
1.0,1,19.826217
1.0,1,19.826875
1.0,1,19.827632
-1.0,1,19.828401
-1.0,1,19.829027
-1.0,1,19.829677
1.0,1,19.830326
1.0,1,19.830947
1.0,1,19.831594
1.0,1,19.832219
1.0,1,19.832875
1.0,1,19.833528
1.0,1,19.834158
1.0,1,19.834945
-1.0,1,19.835621
1.0,1,19.836267
1.0,1,19.836902
1.0,1,19.837757
1.0,1,19.838555
-1.0,1,19.839239
1.0,1,19.839956
1.0,1,19.840743
1.0,1,19.841493
-1.0,1,19.84218
-1.0,1,19.842875
1.0,1,19.843579
1.0,1,19.844219
1.0,1,19.844943
1.0,1,19.845672
-1.0,1,19.846369
-1.0,1,19.847095
-1.0,1,19.8479
1.0,1,19.848673
1.0,1,19.849331
1.0,1,19.849953
1.0,1,19.850645
1.0,1,19.851324
1.0,1,19.852032
1.0,1,19.852747
1.0,1,19.85342
1.0,1,19.854041
1.0,1,19.854735
1.0,1,19.855386
-1.0,1,19.856051
1.0,1,19.856744
1.0,1,19.857512
1.0,1,19.858227
1.0,1,19.859172
1.0,1,19.859864
1.0,1,19.860526
-1.0,1,19.861153
1.0,1,19.861892
-1.0,1,19.86255
1.0,1,19.863173
1.0,1,19.863832
1.0,1,19.864487
-1.0,1,19.865113
1.0,1,19.865772
1.0,1,19.86643
-1.0,1,19.867114
1.0,1,19.867895
-1.0,1,19.868717
1.0,1,19.869432
1.0,1,19.870129
1.0,1,19.871013
1.0,1,19.87176
1.0,1,19.872483
1.0,1,19.873155
-1.0,1,19.873817
1.0,1,19.874473
1.0,1,19.875143
1.0,1,19.875798
-1.0,1,19.876458
1.0,1,19.877142
1.0,1,19.877836
-1.0,1,19.878589
1.0,1,19.87921
1.0,1,19.879879
-1.0,1,19.880523
-1.0,1,19.881142
-1.0,1,19.881785
1.0,1,19.882438
1.0,1,19.883057
1.0,1,19.883706
1.0,1,19.884348
1.0,1,19.884963
1.0,1,19.88561
1.0,1,19.886253
1.0,1,19.886879
1.0,1,19.887675
-1.0,1,19.888445
1.0,1,19.889061
1.0,1,19.889703
-1.0,1,19.890354
1.0,1,19.890992
1.0,1,19.891639
1.0,1,19.892279
1.0,1,19.892895
-1.0,1,19.893537
1.0,1,19.894153
-1.0,1,19.894799
1.0,1,19.895446
1.0,1,19.896062
1.0,1,19.896699
1.0,1,19.89744
1.0,1,19.898117
1.0,1,19.898824
-1.0,1,19.899476
-1.0,1,19.900119
1.0,1,19.900759
-1.0,1,19.901462
1.0,1,19.902079
1.0,1,19.902719
1.0,1,19.903359
1.0,1,19.90397
1.0,1,19.904611
-1.0,1,19.905226
1.0,1,19.905868
1.0,1,19.906512
-1.0,1,19.907196
1.0,1,19.907917
1.0,1,19.908676
1.0,1,19.909318
1.0,1,19.909931
1.0,1,19.910571
1.0,1,19.911188
1.0,1,19.91183
1.0,1,19.912473
1.0,1,19.913089
-1.0,1,19.913731
-1.0,1,19.914375
1.0,1,19.914993
1.0,1,19.915635
1.0,1,19.916269
-1.0,1,19.916889
1.0,1,19.917628
-1.0,1,19.91838
1.0,1,19.918993
1.0,1,19.91964
-1.0,1,19.920278
1.0,1,19.920896
1.0,1,19.92158
-1.0,1,19.922217
1.0,1,19.922859
1.0,1,19.923505
1.0,1,19.924118
1.0,1,19.924763
-1.0,1,19.925413
-1.0,1,19.926029
1.0,1,19.926668
1.0,1,19.927421
1.0,1,19.928082
1.0,1,19.928767
1.0,1,19.929413
1.0,1,19.930022
-1.0,1,19.93066
1.0,1,19.931299
1.0,1,19.931911
1.0,1,19.932554
-1.0,1,19.933166
1.0,1,19.933805
1.0,1,19.934448
1.0,1,19.935062
1.0,1,19.9357
1.0,1,19.936342
-1.0,1,19.936986
1.0,1,19.937706
1.0,1,19.938463
1.0,1,19.939076
1.0,1,19.939715
1.0,1,19.940357
-1.0,1,19.940969
1.0,1,19.941609
1.0,1,19.942219
1.0,1,19.942862
1.0,1,19.9435
1.0,1,19.944113
1.0,1,19.94475
1.0,1,19.945398
-1.0,1,19.946067
1.0,1,19.946761
1.0,1,19.947536
1.0,1,19.948325
1.0,1,19.948987
1.0,1,19.949692
1.0,1,19.95033
-1.0,1,19.950943
1.0,1,19.95158
1.0,1,19.952189
1.0,1,19.952878
1.0,1,19.953524
1.0,1,19.95414
1.0,1,19.954781
1.0,1,19.955425
1.0,1,19.956038
1.0,1,19.956744
1.0,1,19.957499
1.0,1,19.958189
1.0,1,19.958917
-1.0,1,19.959695
1.0,1,19.960439
1.0,1,19.961126
1.0,1,19.961764
1.0,1,19.96254
1.0,1,19.963273
1.0,1,19.963944
1.0,1,19.964644
-1.0,1,19.965297
-1.0,1,19.965965
-1.0,1,19.966746
-1.0,1,19.967606
1.0,1,19.968397
1.0,1,19.969087
-1.0,1,19.96979
1.0,1,19.970438
1.0,1,19.971099
-1.0,1,19.971746
1.0,1,19.972449
1.0,1,19.973117
1.0,1,19.97376
1.0,1,19.974407
-1.0,1,19.975022
1.0,1,19.975701
-1.0,1,19.976344
1.0,1,19.977053
1.0,1,19.977798
1.0,1,19.978553
-1.0,1,19.979172
1.0,1,19.97988
1.0,1,19.980548
1.0,1,19.981166
1.0,1,19.981809
1.0,1,19.982476
1.0,1,19.983094
1.0,1,19.983794
1.0,1,19.98444
1.0,1,19.985055
1.0,1,19.985694
1.0,1,19.986333
1.0,1,19.987033
-1.0,1,19.987825
1.0,1,19.988585
1.0,1,19.9892
1.0,1,19.989843
1.0,1,19.990494
1.0,1,19.991114
1.0,1,19.991785
-1.0,1,19.992557
1.0,1,19.993195
1.0,1,19.993937
1.0,1,19.994666
1.0,1,19.995359
1.0,1,19.996061
1.0,1,19.996807
-1.0,1,19.9976
1.0,1,19.99838
1.0,1,19.999067
1.0,1,19.999774
-1.0,1,20.000489
1.0,1,20.001177
1.0,1,20.001865
1.0,1,20.002545
-1.0,1,20.003183
1.0,1,20.00383
1.0,1,20.004484
1.0,1,20.005098
1.0,1,20.005744
1.0,1,20.006423
1.0,1,20.007132
1.0,1,20.007916
-1.0,1,20.00875
1.0,1,20.009486
1.0,1,20.010211
1.0,1,20.010972
1.0,1,20.011719
1.0,1,20.012391
1.0,1,20.013036
1.0,1,20.01384
-1.0,1,20.01454
1.0,1,20.015186
1.0,1,20.015901
1.0,1,20.016581
1.0,1,20.017419
1.0,1,20.018171
1.0,1,20.01887
1.0,1,20.01955
1.0,1,20.020193
1.0,1,20.020866
-1.0,1,20.021537
-1.0,1,20.022175
1.0,1,20.022845
1.0,1,20.023518
1.0,1,20.024152
1.0,1,20.024822
1.0,1,20.025559
1.0,1,20.026196
1.0,1,20.026862
1.0,1,20.027672
1.0,1,20.02847
1.0,1,20.029105
1.0,1,20.029774
1.0,1,20.030476
1.0,1,20.031136
-1.0,1,20.031805
1.0,1,20.032476
1.0,1,20.033116
-1.0,1,20.033782
1.0,1,20.034456
1.0,1,20.035105
1.0,1,20.035769
1.0,1,20.036438
-1.0,1,20.037133
1.0,1,20.037837
1.0,1,20.038636
-1.0,1,20.0393
1.0,1,20.039938
-1.0,1,20.040604
1.0,1,20.041266
1.0,1,20.041904
1.0,1,20.042619
1.0,1,20.043333
1.0,1,20.043967
1.0,1,20.044635
1.0,1,20.045352
1.0,1,20.046126
1.0,1,20.046903
1.0,1,20.04774
1.0,1,20.048577
1.0,1,20.049259
1.0,1,20.049984
1.0,1,20.050709
1.0,1,20.051377
1.0,1,20.052018
-1.0,1,20.052681
1.0,1,20.053353
1.0,1,20.05399
1.0,1,20.054662
1.0,1,20.055329
1.0,1,20.056018
-1.0,1,20.056733
1.0,1,20.057527
1.0,1,20.05834
1.0,1,20.05898
1.0,1,20.05965
-1.0,1,20.060315
-1.0,1,20.060954
1.0,1,20.061619
1.0,1,20.062361
1.0,1,20.062999
1.0,1,20.063668
1.0,1,20.064334
1.0,1,20.064967
1.0,1,20.065641
1.0,1,20.066311
-1.0,1,20.066976
1.0,1,20.067789
1.0,1,20.068585
1.0,1,20.069225
-1.0,1,20.069936
-1.0,1,20.070658
1.0,1,20.071327
1.0,1,20.071962
1.0,1,20.072632
1.0,1,20.073362
1.0,1,20.074042
1.0,1,20.074711
-1.0,1,20.075379
-1.0,1,20.07608
-1.0,1,20.076794
1.0,1,20.077592
1.0,1,20.078426
-1.0,1,20.079095
-1.0,1,20.079763
-1.0,1,20.080467
-1.0,1,20.081165
1.0,1,20.081833
1.0,1,20.082501
1.0,1,20.083154
1.0,1,20.083821
1.0,1,20.084491
1.0,1,20.085132
1.0,1,20.085801
1.0,1,20.086484
1.0,1,20.087193
1.0,1,20.08799
-1.0,1,20.088787
-1.0,1,20.08946
-1.0,1,20.090097
1.0,1,20.090759
1.0,1,20.091427
1.0,1,20.092058
1.0,1,20.092719
1.0,1,20.093383
1.0,1,20.094018
1.0,1,20.094683
1.0,1,20.095347
1.0,1,20.095983
1.0,1,20.096648
1.0,1,20.09746
1.0,1,20.098214
1.0,1,20.098904
1.0,1,20.099575
1.0,1,20.10021
1.0,1,20.100904
1.0,1,20.101674
1.0,1,20.102345
1.0,1,20.103018
1.0,1,20.103683
1.0,1,20.104349
1.0,1,20.104983
1.0,1,20.105652
1.0,1,20.106376
1.0,1,20.107139
1.0,1,20.107976
1.0,1,20.108794
1.0,1,20.109466
1.0,1,20.110106
-1.0,1,20.110771
-1.0,1,20.11147
1.0,1,20.112108
1.0,1,20.112774
-1.0,1,20.113448
1.0,1,20.114089
1.0,1,20.114754
1.0,1,20.115429
-1.0,1,20.116068
1.0,1,20.116763
-1.0,1,20.117578
1.0,1,20.118394
1.0,1,20.119035
1.0,1,20.119703
1.0,1,20.120371
1.0,1,20.121027
1.0,1,20.121746
1.0,1,20.12251
-1.0,1,20.123165
1.0,1,20.123834
1.0,1,20.124508
1.0,1,20.125146
1.0,1,20.125811
1.0,1,20.126481
-1.0,1,20.127188
1.0,1,20.127939
1.0,1,20.128712
1.0,1,20.129385
1.0,1,20.13002
1.0,1,20.130681
1.0,1,20.131343
-1.0,1,20.131979
-1.0,1,20.132645
1.0,1,20.133312
1.0,1,20.133948
1.0,1,20.13462
-1.0,1,20.135285
1.0,1,20.135927
1.0,1,20.136596
1.0,1,20.140852
1.0,1,20.141532
1.0,1,20.14219
1.0,1,20.142884
1.0,1,20.14356
1.0,1,20.144202
1.0,1,20.144909
1.0,1,20.145589
-1.0,1,20.146286
1.0,1,20.146938
1.0,1,20.147732
1.0,1,20.148508
1.0,1,20.149154
1.0,1,20.149834
-1.0,1,20.15052
1.0,1,20.151168
1.0,1,20.151839
1.0,1,20.152564
1.0,1,20.153253
1.0,1,20.153901
1.0,1,20.154577
-1.0,1,20.15522
1.0,1,20.155889
1.0,1,20.15656
-1.0,1,20.157357
1.0,1,20.158082
1.0,1,20.158868
-1.0,1,20.160793
1.0,1,20.16149
1.0,1,20.162135
1.0,1,20.162805
1.0,1,20.163484
1.0,1,20.164186
-1.0,1,20.164866
1.0,1,20.16554
1.0,1,20.166184
-1.0,1,20.166857
1.0,1,20.16768
1.0,1,20.168489
1.0,1,20.169131
1.0,1,20.169799
1.0,1,20.170482
1.0,1,20.171181
1.0,1,20.171942
1.0,1,20.172614
1.0,1,20.17328
1.0,1,20.173923
1.0,1,20.174594
-1.0,1,20.175258
1.0,1,20.175904
1.0,1,20.176574
1.0,1,20.177345
1.0,1,20.178016
-1.0,1,20.178759
1.0,1,20.179462
1.0,1,20.180144
1.0,1,20.180818
1.0,1,20.181549
1.0,1,20.182211
1.0,1,20.182883
1.0,1,20.183557
1.0,1,20.184197
1.0,1,20.184866
1.0,1,20.185534
1.0,1,20.186174
1.0,1,20.186844
1.0,1,20.187655
1.0,1,20.188546
1.0,1,20.189206
1.0,1,20.189884
-1.0,1,20.190559
-1.0,1,20.191198
1.0,1,20.191871
-1.0,1,20.192544
1.0,1,20.193182
-1.0,1,20.193867
1.0,1,20.194542
-1.0,1,20.195183
1.0,1,20.195906
-1.0,1,20.196656
1.0,1,20.197439
1.0,1,20.198136
1.0,1,20.198846
1.0,1,20.199518
1.0,1,20.200157
1.0,1,20.200825
1.0,1,20.201605
1.0,1,20.202512
1.0,1,20.203174
1.0,1,20.20391
1.0,1,20.204647
1.0,1,20.20533
1.0,1,20.205984
1.0,1,20.206658
1.0,1,20.207465
1.0,1,20.208377
-1.0,1,20.20905
-1.0,1,20.209723
-1.0,1,20.2104
1.0,1,20.211114
-1.0,1,20.211866
1.0,1,20.21254
-1.0,1,20.213176
1.0,1,20.213849
1.0,1,20.21452
-1.0,1,20.21516
1.0,1,20.215832
-1.0,1,20.216504
1.0,1,20.217345
1.0,1,20.218104
1.0,1,20.218848
1.0,1,20.219519
1.0,1,20.220156
-1.0,1,20.220834
1.0,1,20.221616
1.0,1,20.222333
1.0,1,20.222972
1.0,1,20.223682
1.0,1,20.224371
1.0,1,20.225003
1.0,1,20.225664
1.0,1,20.226324
1.0,1,20.226979
1.0,1,20.227747
1.0,1,20.228513
1.0,1,20.229144
1.0,1,20.229811
-1.0,1,20.23048
1.0,1,20.231113
1.0,1,20.231773
1.0,1,20.232444
1.0,1,20.233074
1.0,1,20.233731
1.0,1,20.234393
1.0,1,20.23502
1.0,1,20.235677
1.0,1,20.236335
1.0,1,20.236989
1.0,1,20.237746
-1.0,1,20.238535
1.0,1,20.239162
1.0,1,20.239818
1.0,1,20.240489
1.0,1,20.24112
1.0,1,20.241775
1.0,1,20.242443
1.0,1,20.24307
1.0,1,20.243728
1.0,1,20.244393
1.0,1,20.245022
1.0,1,20.245674
1.0,1,20.246333
1.0,1,20.246988
1.0,1,20.247747
1.0,1,20.248543
1.0,1,20.249171
1.0,1,20.249837
-1.0,1,20.250504
1.0,1,20.25113
1.0,1,20.25179
1.0,1,20.252513
-1.0,1,20.253186
1.0,1,20.253878
-1.0,1,20.254594
1.0,1,20.25531
1.0,1,20.255992
1.0,1,20.256762
1.0,1,20.257573
1.0,1,20.25838
1.0,1,20.259006
1.0,1,20.259664
1.0,1,20.260319
1.0,1,20.260951
1.0,1,20.261638
1.0,1,20.262367
1.0,1,20.263027
-1.0,1,20.263757
-1.0,1,20.264483
1.0,1,20.265125
1.0,1,20.265807
1.0,1,20.266519
1.0,1,20.267289
1.0,1,20.268035
1.0,1,20.268788
1.0,1,20.269445
1.0,1,20.270069
-1.0,1,20.270769
1.0,1,20.271475
-1.0,1,20.272154
1.0,1,20.272845
1.0,1,20.273512
-1.0,1,20.274138
1.0,1,20.274979
-1.0,1,20.275665
1.0,1,20.276374
1.0,1,20.277086
1.0,1,20.277831
1.0,1,20.278613
1.0,1,20.279262
1.0,1,20.279887
1.0,1,20.280548
1.0,1,20.281175
1.0,1,20.281833
1.0,1,20.282489
1.0,1,20.283114
1.0,1,20.283765
1.0,1,20.284423
1.0,1,20.285044
1.0,1,20.285697
1.0,1,20.286356
-1.0,1,20.286986
-1.0,1,20.287811
1.0,1,20.2886
1.0,1,20.289249
1.0,1,20.289876
1.0,1,20.29053
1.0,1,20.291152
1.0,1,20.291802
-1.0,1,20.292459
-1.0,1,20.293088
-1.0,1,20.293742
1.0,1,20.294399
1.0,1,20.29502
1.0,1,20.295671
1.0,1,20.296329
1.0,1,20.296959
1.0,1,20.297705
1.0,1,20.298467
1.0,1,20.299091
1.0,1,20.299742
1.0,1,20.3004
1.0,1,20.301021
1.0,1,20.301711
1.0,1,20.302369
1.0,1,20.30299
1.0,1,20.303649
1.0,1,20.304298
-1.0,1,20.304973
